-0.760651,2.901967
-0.731599,2.909427
-0.702473,2.916596
-0.673277,2.923474
-0.644015,2.930059
-0.614687,2.936351
-0.585298,2.942350
-0.555851,2.948055
-0.526348,2.953465
-0.496793,2.958580
-0.467187,2.963399
-0.437536,2.967922
-0.407840,2.972148
-0.378104,2.976078
-0.348329,2.979709
-0.318520,2.983043
-0.288679,2.986079
-0.258810,2.988815
-0.228914,2.991254
-0.198996,2.993393
-0.169057,2.995233
-0.139102,2.996773
-0.109133,2.998014
-0.079153,2.998955
-0.049165,2.999597
-0.019172,2.999939
0.010823,2.999980
0.040816,2.999722
0.070806,2.999164
0.100789,2.998307
0.130761,2.997149
0.160721,2.995692
0.190664,2.993935
0.220588,2.991879
0.250491,2.989524
0.280368,2.986870
0.310217,2.983918
0.340035,2.980667
0.369819,2.977118
0.399566,2.973272
0.429274,2.969129
0.458938,2.964688
0.488557,2.959951
0.518126,2.954919
0.547644,2.949591
0.577107,2.943968
0.606512,2.938051
0.635857,2.931840
0.665138,2.925336
0.694353,2.918540
0.723499,2.911452
0.752572,2.904072
0.781569,2.896403
0.810489,2.888444
0.839327,2.880196
0.868082,2.871660
0.896750,2.862838
0.925328,2.853729
0.953814,2.844334
0.982205,2.834656
1.010497,2.824694
1.038688,2.814450
1.066775,2.803924
1.094756,2.793118
1.122627,2.782033
1.150386,2.770670
1.178031,2.759029
1.205557,2.747113
1.232963,2.734923
1.260245,2.722459
1.287402,2.709723
1.314430,2.696715
1.341326,2.683439
1.368089,2.669894
1.394714,2.656082
1.421201,2.642005
1.447545,2.627663
1.473744,2.613059
1.499796,2.598194
1.525698,2.583069
1.551448,2.567686
1.577043,2.552046
1.602479,2.536150
1.627756,2.520002
1.652870,2.503602
1.677819,2.486951
1.702600,2.470051
1.727211,2.452905
1.751649,2.435513
1.775912,2.417878
1.799998,2.400002
1.823903,2.381885
1.847627,2.363530
1.871165,2.344939
1.894517,2.326114
1.917679,2.307056
1.940649,2.287767
1.963426,2.268250
1.986006,2.248506
2.008388,2.228537
2.030569,2.208346
2.052547,2.187933
2.074319,2.167303
2.095885,2.146455
2.117240,2.125393
2.138385,2.104118
2.159315,2.082633
2.180029,2.060940
2.200526,2.039040
2.220803,2.016937
2.240857,1.994632
2.260688,1.972128
2.280293,1.949427
2.299669,1.926531
2.318816,1.903442
2.337731,1.880163
2.356412,1.856696
2.374858,1.833043
2.393067,1.809208
2.411036,1.785191
2.428764,1.760996
2.446249,1.736625
2.463490,1.712080
2.480484,1.687364
2.497231,1.662479
2.513728,1.637429
2.529974,1.612214
2.545966,1.586838
2.561704,1.561304
2.577187,1.535614
2.592411,1.509770
2.607377,1.483775
2.622081,1.457632
2.636524,1.431343
2.650703,1.404911
2.664617,1.378339
2.678264,1.351629
2.691644,1.324783
2.704755,1.297806
2.717596,1.270698
2.730165,1.243464
2.742460,1.216105
2.754482,1.188625
2.766228,1.161026
2.777703,1.133300
2.788899,1.105461
2.799816,1.077511
2.810453,1.049453
2.820809,1.021291
2.830883,0.993026
2.840674,0.964662
2.850180,0.936201
2.859401,0.907647
2.868337,0.879002
2.876985,0.850269
2.885345,0.821451
2.893417,0.792551
2.901200,0.763571
2.908692,0.734515
2.915893,0.705386
2.922802,0.676186
2.929419,0.646918
2.935743,0.617586
2.941773,0.588192
2.947509,0.558739
2.952950,0.529230
2.958096,0.499668
2.962946,0.470057
2.967499,0.440398
2.971755,0.410695
2.975714,0.380951
2.979376,0.351169
2.982739,0.321352
2.985804,0.291502
2.988570,0.261624
2.991038,0.231719
2.993206,0.201791
2.995074,0.171843
2.996643,0.141878
2.997912,0.111899
2.998882,0.081908
2.999551,0.051909
2.999920,0.021905
2.999989,-0.008101
2.999758,-0.038106
2.999227,-0.068108
2.998395,-0.098103
2.997264,-0.128088
2.995833,-0.158060
2.994102,-0.188016
2.992072,-0.217954
2.989743,-0.247869
2.987114,-0.277760
2.984186,-0.307623
2.980960,-0.337456
2.977436,-0.367254
2.973614,-0.397016
2.969494,-0.426738
2.965077,-0.456418
2.960364,-0.486052
2.955354,-0.515637
2.950049,-0.545170
2.944449,-0.574649
2.938554,-0.604071
2.932365,-0.633432
2.925883,-0.662730
2.919108,-0.691961
2.912041,-0.721123
2.904682,-0.750213
2.897033,-0.779228
2.889095,-0.808165
2.880867,-0.837022
2.872351,-0.865794
2.863548,-0.894480
2.854458,-0.923076
2.845083,-0.951580
2.835423,-0.979989
2.825479,-1.008300
2.815253,-1.036510
2.804745,-1.064616
2.793956,-1.092616
2.782888,-1.120506
2.771541,-1.148285
2.759918,-1.175948
2.748018,-1.203494
2.735843,-1.230919
2.723395,-1.258222
2.710674,-1.285398
2.697682,-1.312446
2.684420,-1.339362
2.670889,-1.366145
2.657091,-1.392791
2.643028,-1.419297
2.628700,-1.445662
2.614109,-1.471881
2.599257,-1.497954
2.584144,-1.523877
2.568773,-1.549647
2.553145,-1.575262
2.537261,-1.600720
2.521124,-1.626018
2.504735,-1.651152
2.488095,-1.676122
2.471206,-1.700924
2.454069,-1.725556
2.436688,-1.750015
2.419062,-1.774299
2.401195,-1.798406
2.383087,-1.822333
2.364741,-1.846077
2.346158,-1.869637
2.327341,-1.893009
2.308291,-1.916193
2.289010,-1.939184
2.269499,-1.961982
2.249762,-1.984583
2.229800,-2.006986
2.209615,-2.029188
2.189208,-2.051187
2.168583,-2.072981
2.147740,-2.094567
2.126683,-2.115944
2.105413,-2.137109
2.083932,-2.158061
2.062243,-2.178796
2.040348,-2.199314
2.018248,-2.219611
1.995947,-2.239686
1.973446,-2.259538
1.950747,-2.279163
1.927854,-2.298561
1.904767,-2.317728
1.881490,-2.336663
1.858025,-2.355365
1.834373,-2.373831
1.810539,-2.392060
1.786523,-2.410049
1.762328,-2.427797
1.737957,-2.445302
1.713413,-2.462563
1.688696,-2.479578
1.663811,-2.496344
1.638760,-2.512860
1.613544,-2.529125
1.588167,-2.545138
1.562631,-2.560895
1.536939,-2.576396
1.511093,-2.591640
1.485096,-2.606624
1.458950,-2.621348
1.432659,-2.635809
1.406224,-2.650007
1.379648,-2.663939
1.352935,-2.677605
1.326086,-2.691003
1.299104,-2.704132
1.271992,-2.716990
1.244753,-2.729577
1.217390,-2.741890
1.189905,-2.753929
1.162301,-2.765693
1.134580,-2.777180
1.106746,-2.788389
1.078801,-2.799319
1.050749,-2.809969
1.022591,-2.820338
0.994331,-2.830425
0.965971,-2.840229
0.937515,-2.849748
0.908965,-2.858983
0.880324,-2.867931
0.851595,-2.876593
0.822781,-2.884966
0.793884,-2.893052
0.764908,-2.900847
0.735856,-2.908353
0.706730,-2.915567
